round,accuracy
0,0.023217710997442454
12,0.029751438618925832
15,0.027133951406649617
32,0.04459718670076726
35,0.036345108695652176
37,0.03666480179028133
47,0.03878276854219949
60,0.035905530690537084
62,0.03782368925831202
64,0.03756393861892583
77,0.035665760869565216
