round,accuracy
0,0.02449648337595908
3,0.026334718670076727
7,0.03162963554987212
11,0.03602541560102302
25,0.045756074168797956
47,0.03768382352941176
56,0.0401414641943734
61,0.03820332480818414
65,0.036185262148337595
