round,accuracy
0,0.21871003836317135
6,0.22830083120204603
29,0.19553228900255754
35,0.17605099104859334
37,0.17541160485933505
40,0.17315377237851662
42,0.17253436700767263
51,0.16274376598465473
60,0.1522937979539642
