round,accuracy
0,0.028272858056265986
9,0.034466911764705885
25,0.03826326726342711
30,0.04154012148337596
36,0.03710437979539642
39,0.03758391943734015
48,0.04169996803069054
59,0.03740409207161125
67,0.028432704603580564
70,0.036245204603580564
