round,accuracy
0,0.1921755115089514
1,0.20762068414322252
33,0.18142583120204603
39,0.1859814578005115
44,0.18572170716112532
50,0.17497202685421995
51,0.17207480818414322
52,0.17165521099744246
53,0.16921755115089515
55,0.16865808823529413
