round,accuracy
0,0.01830242966751918
6,0.03065057544757033
11,0.03073049872122762
16,0.0370843989769821
17,0.028632512787723784
23,0.02991128516624041
27,0.030930306905370845
28,0.03288842710997442
40,0.044157608695652176
44,0.03882273017902813
49,0.04219948849104859
59,0.038303228900255754
61,0.039082480818414325
76,0.037943574168797956
77,0.03608535805626598
